shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
8004811,-1.268653,36.805561,2062
8004811,-1.268614,36.805618,2063
8004811,-1.268652,36.805828,2064
8004811,-1.272415,36.809128,2065
8004811,-1.272893,36.809715,2066
8004811,-1.27367,36.811146,2067
8004811,-1.274155,36.811852,2068
8004811,-1.274977,36.812607,2069
8004811,-1.2758,36.813183,2070
8004811,-1.2758,36.813183,2071
8004811,-1.276335,36.813499,2072
8004811,-1.277351,36.813847,2073
8004811,-1.279284,36.814152,2074
8004811,-1.280059,36.814365,2075
8004811,-1.28124,36.814854,2076
8004811,-1.281484,36.81501,2077
8004811,-1.281484,36.81501,2078
8004811,-1.281549,36.815201,2079
8004811,-1.280687,36.817047,2080
8004811,-1.280079,36.818184,2081
8004811,-1.280079,36.818184,2082
8004811,-1.279914,36.818687,2083
8004811,-1.279967,36.819092,2084
8004811,-1.279967,36.819092,2085
8004811,-1.27994,36.819355,2086
8004811,-1.279254,36.820496,2087
8004811,-1.279096,36.820644,2088
8004811,-1.279096,36.820644,2089
8004811,-1.27889,36.820541,2090
8004811,-1.278579,36.820492,2091
8004811,-1.278187,36.82056,2092
8004811,-1.277849,36.82082,2093
8004811,-1.277715,36.821117,2094
8004811,-1.277758,36.821362,2095
8004811,-1.27792,36.821728,2096
8004811,-1.278028,36.821857,2097
8004811,-1.27833,36.822002,2098
8004811,-1.278686,36.822044,2099
8004811,-1.279166,36.821861,2100
8004811,-1.279502,36.821541,2101
8004811,-1.279783,36.821423,2102
8004811,-1.28003,36.821487,2103
8004811,-1.280256,36.821629,2104
8004811,-1.280906,36.822269,2105
8004811,-1.28101,36.822449,2106
8004811,-1.28101,36.822449,2107
8004811,-1.281116,36.82275,2108
8004811,-1.281378,36.822975,2109
8004811,-1.281393,36.825615,2110
8004811,-1.281553,36.825909,2111
8004811,-1.281553,36.825909,2112
8004811,-1.282769,36.825066,2113
