shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5011111,-1.287486,36.8284,1001,
5011111,-1.287778,36.827766,1002,
5011111,-1.287778,36.827766,1003,
5011111,-1.288712,36.828175,1004,
5011111,-1.288712,36.828175,1005,
5011111,-1.288673,36.828384,1006,
5011111,-1.287799,36.830124,1007,
5011111,-1.287799,36.830124,1008,
5011111,-1.28763,36.830193,1009,
5011111,-1.28767,36.830349,1010,
5011111,-1.287796,36.830353,1011,
5011111,-1.287861,36.830292,1012,
5011111,-1.28916,36.827785,1013,
5011111,-1.289316,36.82777,1014,
5011111,-1.289415,36.827679,1015,
5011111,-1.289451,36.827541,1016,
5011111,-1.289384,36.827415,1017,
5011111,-1.292658,36.821053,1018,
5011111,-1.292658,36.821053,1019,
5011111,-1.2929,36.820774,1020,
5011111,-1.293391,36.820885,1021,
5011111,-1.298268,36.823799,1022,
5011111,-1.298751,36.823997,1023,
5011111,-1.299475,36.824184,1024,
5011111,-1.299656,36.824295,1025,
5011111,-1.299656,36.824295,1026,
5011111,-1.299752,36.824406,1027,
5011111,-1.299571,36.824814,1028,
5011111,-1.299085,36.826675,1029,
5011111,-1.298031,36.828934,1030,
5011111,-1.298031,36.828934,1031,
5011111,-1.297898,36.82893,1032,
5011111,-1.29783,36.828995,1033,
5011111,-1.297866,36.829174,1034,
5011111,-1.297992,36.829205,1035,
5011111,-1.298095,36.829136,1036,
5011111,-1.302282,36.831284,1037,
5011111,-1.302282,36.831284,1038,
5011111,-1.302272,36.831398,1039,
5011111,-1.302341,36.831478,1040,
5011111,-1.302459,36.831486,1041,
5011111,-1.302542,36.831409,1042,
5011111,-1.305223,36.832775,1043,
5011111,-1.305223,36.832775,1044,
5011111,-1.306842,36.833244,1045,
5011111,-1.308114,36.833717,1046,
5011111,-1.308552,36.833759,1047,
5011111,-1.310727,36.833752,1048,
5011111,-1.310727,36.833752,1049,
5011111,-1.310738,36.83699,1050,
5011111,-1.310698,36.837162,1051,
5011111,-1.310424,36.837425,1052,
5011111,-1.310424,36.837425,1053,
5011111,-1.31134,36.838314,1054,
5011111,-1.31134,36.838314,1055,
5011111,-1.315768,36.838264,1056,
5011111,-1.317129,36.838673,1057,
5011111,-1.317493,36.838734,1058,
5011111,-1.318322,36.838631,1059,
5011111,-1.318322,36.838631,1060,
5011111,-1.318393,36.838898,1061,
5011111,-1.31837,36.839169,1062,
5011111,-1.318821,36.840057,1063,
5011111,-1.318851,36.840485,1064,
5011111,-1.318725,36.840973,1065,
5011111,-1.318725,36.840973,1066,
5011111,-1.319759,36.841461,1067,
5011111,-1.319829,36.841534,1068,
5011111,-1.319841,36.841633,1069,
5011111,-1.319297,36.843369,1070,
5011111,-1.318662,36.844097,1071,
5011111,-1.318286,36.845959,1072,
5011111,-1.317953,36.847076,1073,
5011111,-1.317809,36.847313,1074,
5011111,-1.317382,36.847786,1075,
5011111,-1.317103,36.848045,1076,
5011111,-1.316831,36.848217,1077,
5011111,-1.316263,36.848423,1078,
5011111,-1.315186,36.848454,1079,
5011111,-1.315633,36.848446,2001,
5011111,-1.316427,36.848389,2002,
5011111,-1.316967,36.848137,2003,
5011111,-1.317382,36.847786,2004,
5011111,-1.317809,36.847313,2005,
5011111,-1.317953,36.847076,2006,
5011111,-1.318286,36.845959,2007,
5011111,-1.318662,36.844097,2008,
5011111,-1.319297,36.843369,2009,
5011111,-1.319841,36.841633,2010,
5011111,-1.319829,36.841534,2011,
5011111,-1.319759,36.841461,2012,
5011111,-1.318725,36.840973,2013,
5011111,-1.318725,36.840973,2014,
5011111,-1.318851,36.840485,2015,
5011111,-1.318821,36.840057,2016,
5011111,-1.31837,36.839169,2017,
5011111,-1.318393,36.838898,2018,
5011111,-1.318322,36.838631,2019,
5011111,-1.318322,36.838631,2020,
5011111,-1.317493,36.838734,2021,
5011111,-1.317129,36.838673,2022,
5011111,-1.315768,36.838264,2023,
5011111,-1.31134,36.838314,2024,
5011111,-1.31134,36.838314,2025,
5011111,-1.310424,36.837425,2026,
5011111,-1.310424,36.837425,2027,
5011111,-1.310698,36.837162,2028,
5011111,-1.310738,36.83699,2029,
5011111,-1.310727,36.833752,2030,
5011111,-1.310727,36.833752,2031,
5011111,-1.308552,36.833759,2032,
5011111,-1.308114,36.833717,2033,
5011111,-1.306842,36.833244,2034,
5011111,-1.305223,36.832775,2035,
5011111,-1.305223,36.832775,2036,
5011111,-1.302542,36.831409,2037,
5011111,-1.302542,36.831409,2038,
5011111,-1.302547,36.83131,2039,
5011111,-1.302472,36.831215,2040,
5011111,-1.302343,36.831219,2041,
5011111,-1.302282,36.831284,2042,
5011111,-1.302076,36.831192,2043,
5011111,-1.298095,36.829136,2044,
5011111,-1.298095,36.829136,2045,
5011111,-1.2981,36.829018,2046,
5011111,-1.298031,36.828934,2047,
5011111,-1.299085,36.826675,2048,
5011111,-1.299571,36.824814,2049,
