1010611,-1.282794,36.82505,1001,
1010611,-1.283306,36.82465,1002,
1010611,-1.283306,36.82465,1003,
1010611,-1.2819,36.822906,1004,
1010611,-1.281648,36.822674,1005,
1010611,-1.281648,36.822674,1006,
1010611,-1.281392,36.822384,1007,
1010611,-1.281093,36.822308,1008,
1010611,-1.280954,36.822201,1009,
1010611,-1.280369,36.821541,1010,
1010611,-1.280192,36.821381,1011,
1010611,-1.27993,36.821255,1012,
1010611,-1.279516,36.821159,1013,
1010611,-1.27801,36.821224,1014,
1010611,-1.277696,36.821304,1015,
1010611,-1.277454,36.821423,1016,
1010611,-1.277327,36.821545,1017,
1010611,-1.276722,36.822529,1018,
1010611,-1.276513,36.822735,1019,
1010611,-1.275368,36.823215,1020,
1010611,-1.275368,36.823215,1021,
1010611,-1.274368,36.823322,1022,
1010611,-1.273988,36.823406,1023,
1010611,-1.273988,36.823406,1024,
1010611,-1.271641,36.821972,1025,
1010611,-1.270562,36.820671,1026,
1010611,-1.270312,36.820465,1027,
1010611,-1.269804,36.820412,1028,
1010611,-1.269112,36.820427,1029,
1010611,-1.268756,36.820534,1030,
1010611,-1.268265,36.820934,1031,
1010611,-1.267112,36.822647,1032,
1010611,-1.266678,36.823067,1033,
1010611,-1.265142,36.824142,1034,
1010611,-1.258543,36.827106,1035,
1010611,-1.258286,36.827156,1036,
1010611,-1.258125,36.827118,1037,
1010611,-1.256637,36.826275,1038,
1010611,-1.255678,36.825836,1039,
1010611,-1.25514,36.824978,1040,
1010611,-1.254792,36.823769,1041,
1010611,-1.254578,36.823364,1042,
1010611,-1.253137,36.821369,1043,
1010611,-1.252546,36.820366,1044,
1010611,-1.25213,36.819859,1045,
1010611,-1.252052,36.819401,1046,
1010611,-1.252111,36.818111,1047,
1010611,-1.252021,36.817787,1048,
1010611,-1.251853,36.817677,1049,
1010611,-1.25165,36.817657,1050,
1010611,-1.251459,36.817795,1051,
1010611,-1.250553,36.819576,1052,
1010611,-1.250178,36.82103,1053,
1010611,-1.249963,36.82122,1054,
1010611,-1.24971,36.821178,1055,
1010611,-1.249537,36.820942,1056,
1010611,-1.249244,36.820068,1057,
1010611,-1.248972,36.818714,1058,
1010611,-1.248674,36.817688,1059,
1010611,-1.248566,36.817036,1060,
1010611,-1.248473,36.81675,1061,
1010611,-1.248302,36.816509,1062,
1010611,-1.248016,36.816242,1063,
1010611,-1.247561,36.815952,1064,
1010611,-1.244633,36.8148,1065,
1010611,-1.243825,36.814056,1066,
1010611,-1.243693,36.813995,1067,
1010611,-1.241228,36.813534,1068,
1010611,-1.24091,36.8134,1069,
1010611,-1.240624,36.81321,1070,
1010611,-1.239809,36.812305,1071,
1010611,-1.238417,36.810501,1072,
1010611,-1.237996,36.809872,1073,
1010611,-1.237727,36.809437,1074,
1010611,-1.235138,36.804386,1075,
1010611,-1.234813,36.803909,1076,
1010611,-1.234461,36.80365,1077,
1010611,-1.233276,36.803177,1078,
1010611,-1.232821,36.803101,1079,
1010611,-1.232281,36.80315,1080,
1010611,-1.227588,36.804913,1081,
1010611,-1.227154,36.805038,1082,
1010611,-1.226551,36.805061,1083,
1010611,-1.22453,36.804359,1084,
1010611,-1.224088,36.804077,1085,
1010611,-1.223886,36.803879,1086,
1010611,-1.223314,36.80283,1087,
1010611,-1.222731,36.80196,1088,
1010611,-1.221945,36.801506,1089,
1010611,-1.221495,36.801418,1090,
1010611,-1.22073,36.801464,1091,
1010611,-1.219837,36.801765,1092,
1010611,-1.219152,36.801842,1093,
1010611,-1.218589,36.801762,1094,
1010611,-1.21795,36.801418,1095,
1010611,-1.21748,36.800919,1096,
1010611,-1.21589,36.798466,1097,
1010611,-1.215781,36.798241,1098,
1010611,-1.215298,36.796627,1099,
1010611,-1.214238,36.794483,1100,
1010611,-1.213387,36.793091,1101,
1010611,-1.212546,36.791901,1102,
1010611,-1.212167,36.79147,1103,
1010611,-1.207584,36.786648,1104,
1010611,-1.207128,36.785892,1105,
1010611,-1.207128,36.785892,1106,
1010611,-1.206887,36.785931,1107,
1010611,-1.206131,36.785637,1108,
1010611,-1.205244,36.785503,1109,
1010611,-1.202099,36.7855,1110,
1010611,-1.20093,36.785175,1111,
