shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5003313,-1.283943,36.826431,1001,
5003313,-1.284305,36.826241,1002,
5003313,-1.284754,36.826206,1003,
5003313,-1.284754,36.826206,1004,
5003313,-1.287716,36.82769,1005,
5003313,-1.28777,36.827763,1006,
5003313,-1.28786,36.827766,1007,
5003313,-1.288712,36.828175,1008,
5003313,-1.288712,36.828175,1009,
5003313,-1.288673,36.828384,1010,
5003313,-1.288673,36.828384,1011,
5003313,-1.288796,36.828445,1012,
5003313,-1.288796,36.828445,1013,
5003313,-1.28916,36.827785,1014,
5003313,-1.289316,36.82777,1015,
5003313,-1.289415,36.827679,1016,
5003313,-1.289451,36.827541,1017,
5003313,-1.289384,36.827415,1018,
5003313,-1.292658,36.821053,1019,
5003313,-1.292658,36.821053,1020,
5003313,-1.2929,36.820774,1021,
5003313,-1.293391,36.820885,1022,
5003313,-1.298268,36.823799,1023,
5003313,-1.298751,36.823997,1024,
5003313,-1.299475,36.824184,1025,
5003313,-1.299824,36.824444,1026,
5003313,-1.300055,36.824409,1027,
5003313,-1.300322,36.824448,1028,
5003313,-1.30445,36.826389,1029,
5003313,-1.304667,36.826561,1030,
5003313,-1.304667,36.826561,1031,
5003313,-1.304696,36.826679,1032,
5003313,-1.3048,36.826763,1033,
5003313,-1.305153,36.82674,1034,
5003313,-1.305253,36.826778,1035,
5003313,-1.313525,36.830681,1036,
5003313,-1.314626,36.831375,1037,
5003313,-1.315205,36.831856,1038,
5003313,-1.315742,36.83247,1039,
5003313,-1.317064,36.834412,1040,
5003313,-1.319836,36.838982,1041,
5003313,-1.324609,36.847187,1042,
5003313,-1.328752,36.854134,1043,
5003313,-1.330301,36.85688,1044,
5003313,-1.330722,36.857853,1045,
5003313,-1.331058,36.859409,1046,
5003313,-1.33111,36.860195,1047,
5003313,-1.331067,36.86129,1048,
5003313,-1.330119,36.868683,1049,
5003313,-1.329171,36.875156,1050,
5003313,-1.328476,36.880608,1051,
5003313,-1.328462,36.881371,1052,
5003313,-1.328526,36.882465,1053,
5003313,-1.328785,36.883949,1054,
5003313,-1.329231,36.885109,1055,
5003313,-1.329785,36.886181,1056,
5003313,-1.330518,36.887238,1057,
5003313,-1.331302,36.888081,1058,
5003313,-1.331302,36.888081,1059,
5003313,-1.331305,36.888607,1060,
5003313,-1.330804,36.889248,1061,
5003313,-1.328521,36.892475,1062,
5003313,-1.324221,36.899414,1063,
5003313,-1.323778,36.899582,1064,
5003313,-1.323778,36.899582,1065,
5003313,-1.323612,36.899605,1066,
5003313,-1.323179,36.899544,1067,
5003313,-1.322742,36.899288,1068,
5003313,-1.322742,36.899288,2001,
5003313,-1.309442,36.891026,2002,
5003313,-1.307538,36.889942,2003,
5003313,-1.305655,36.889046,2004,
5003313,-1.304398,36.888535,2005,
5003313,-1.301738,36.887726,2006,
5003313,-1.300389,36.887383,2007,
5003313,-1.2993,36.887207,2008,
5003313,-1.298701,36.887188,2009,
5003313,-1.29834,36.887089,2010,
5003313,-1.298202,36.887001,2011,
5003313,-1.298101,36.886803,2012,
5003313,-1.298101,36.886803,2013,
5003313,-1.298131,36.886711,2014,
5003313,-1.298088,36.886543,2015,
5003313,-1.297634,36.886093,2016,
5003313,-1.296681,36.884178,2017,
5003313,-1.296203,36.88303,2018,
5003313,-1.296146,36.882664,2019,
5003313,-1.296357,36.880936,2020,
5003313,-1.297298,36.87492,2021,
5003313,-1.297999,36.869648,2022,
5003313,-1.297972,36.869041,2023,
5003313,-1.295384,36.856445,2024,
5003313,-1.295314,36.855961,2025,
5003313,-1.295328,36.855576,2026,
5003313,-1.295162,36.855198,2027,
5003313,-1.294322,36.851715,2028,
5003313,-1.294295,36.851349,2029,
5003313,-1.292142,36.841774,2030,
5003313,-1.292119,36.841454,2031,
5003313,-1.292194,36.841251,2032,
5003313,-1.292194,36.841251,2033,
5003313,-1.2923,36.84108,2034,
5003313,-1.292276,36.840923,2035,
5003313,-1.292152,36.84079,2036,
5003313,-1.29198,36.840725,2037,
5003313,-1.291736,36.840755,2038,
5003313,-1.291221,36.841057,2039,
5003313,-1.290124,36.841301,2040,
5003313,-1.289766,36.841198,2041,
5003313,-1.289492,36.84095,2042,
5003313,-1.289128,36.840324,2043,
5003313,-1.288671,36.839321,2044,
5003313,-1.287457,36.837158,2045,
5003313,-1.287045,36.836285,2046,
5003313,-1.286021,36.833656,2047,
5003313,-1.28591,36.833187,2048,
5003313,-1.285855,36.832546,2049,
5003313,-1.285855,36.832546,2050,
5003313,-1.285935,36.832409,2051,
5003313,-1.285908,36.832226,2052,
5003313,-1.285817,36.832134,2053,
5003313,-1.28568,36.8321,2054,
5003313,-1.285631,36.831917,2055,
5003313,-1.285056,36.831036,2056,
5003313,-1.28505,36.830959,2057,
5003313,-1.28505,36.830959,2058,
5003313,-1.286658,36.83046,2059,
5003313,-1.286658,36.83046,2060,
5003313,-1.286243,36.829288,2061,
5003313,-1.285279,36.828804,2062,
5003313,-1.285279,36.828804,2063,
5003313,-1.285341,36.828648,2064,
5003313,-1.285341,36.828648,2065,
5003313,-1.284924,36.828411,2066,
5003313,-1.284488,36.827972,2067,
5003313,-1.283526,36.827522,2068,
5003313,-1.283037,36.82703,2069,
5003313,-1.283037,36.82703,2070,
5003313,-1.283943,36.826431,2071,
